Date,Close
1/2/2014 16:00:00,25.79
1/3/2014 16:00:00,25.78
1/6/2014 16:00:00,25.46
1/7/2014 16:00:00,25.59
1/8/2014 16:00:00,25.43
1/9/2014 16:00:00,25.31
1/10/2014 16:00:00,25.53
1/13/2014 16:00:00,25.5
1/14/2014 16:00:00,26.51
1/15/2014 16:00:00,26.67
1/16/2014 16:00:00,26.54
1/17/2014 16:00:00,25.85
1/21/2014 16:00:00,25.59
1/22/2014 16:00:00,25.31
1/23/2014 16:00:00,25.13
1/24/2014 16:00:00,24.81
1/27/2014 16:00:00,24.72
1/28/2014 16:00:00,24.9
1/29/2014 16:00:00,24.68
1/30/2014 16:00:00,24.74
1/31/2014 16:00:00,24.54
2/3/2014 16:00:00,23.95
2/4/2014 16:00:00,23.82
2/5/2014 16:00:00,23.52
2/6/2014 16:00:00,23.99
2/7/2014 16:00:00,24.21
2/10/2014 16:00:00,24.29
2/11/2014 16:00:00,24.47
2/12/2014 16:00:00,24.55
2/13/2014 16:00:00,24.7
2/14/2014 16:00:00,24.76
2/18/2014 16:00:00,24.76
2/19/2014 16:00:00,24.5
2/20/2014 16:00:00,24.74
2/21/2014 16:00:00,24.42
2/24/2014 16:00:00,24.63
2/25/2014 16:00:00,24.62
2/26/2014 16:00:00,24.8
2/27/2014 16:00:00,24.76
2/28/2014 16:00:00,24.76
3/3/2014 16:00:00,24.5
3/4/2014 16:00:00,24.61
3/5/2014 16:00:00,24.5
3/6/2014 16:00:00,24.63
3/7/2014 16:00:00,24.64
3/10/2014 16:00:00,24.84
3/11/2014 16:00:00,24.73
3/12/2014 16:00:00,24.76
3/13/2014 16:00:00,24.57
3/14/2014 16:00:00,24.5
3/17/2014 16:00:00,24.7
3/18/2014 16:00:00,24.82
3/19/2014 16:00:00,25.02
3/20/2014 16:00:00,25.43
3/21/2014 16:00:00,25.17
3/24/2014 16:00:00,25.12
3/25/2014 16:00:00,25.46
3/26/2014 16:00:00,25.38
3/27/2014 16:00:00,25.31
3/28/2014 16:00:00,25.62
3/31/2014 16:00:00,25.81
4/1/2014 16:00:00,25.99
4/2/2014 16:00:00,25.89
4/3/2014 16:00:00,26.41
4/4/2014 16:00:00,26.16
4/7/2014 16:00:00,26.49
4/8/2014 16:00:00,26.91
4/9/2014 16:00:00,26.98
4/10/2014 16:00:00,26.43
4/11/2014 16:00:00,26.18
4/14/2014 16:00:00,26.56
4/15/2014 16:00:00,26.77
4/16/2014 16:00:00,26.93
4/17/2014 16:00:00,27.04
4/21/2014 16:00:00,26.95
4/22/2014 16:00:00,26.84
4/23/2014 16:00:00,26.75
4/24/2014 16:00:00,26.75
4/25/2014 16:00:00,26.26
4/28/2014 16:00:00,26.33
4/29/2014 16:00:00,26.48
4/30/2014 16:00:00,26.69
5/1/2014 16:00:00,26.45
5/2/2014 16:00:00,26.41
5/5/2014 16:00:00,26.17
5/6/2014 16:00:00,26.2
5/7/2014 16:00:00,26.37
5/8/2014 16:00:00,26.34
5/9/2014 16:00:00,26.3
5/12/2014 16:00:00,26.37
5/13/2014 16:00:00,26.45
5/14/2014 16:00:00,26.33
5/15/2014 16:00:00,26.01
5/16/2014 16:00:00,25.82
5/19/2014 16:00:00,26.04
5/20/2014 16:00:00,26.04
5/21/2014 16:00:00,26.2
5/22/2014 16:00:00,26.15
5/23/2014 16:00:00,26.29
5/27/2014 16:00:00,26.71
5/28/2014 16:00:00,26.88
5/29/2014 16:00:00,26.96
5/30/2014 16:00:00,27.32
6/2/2014 16:00:00,27.26
6/3/2014 16:00:00,27.66
6/4/2014 16:00:00,27.6
6/5/2014 16:00:00,27.66
6/6/2014 16:00:00,28.17
6/9/2014 16:00:00,27.91
6/10/2014 16:00:00,28.24
6/11/2014 16:00:00,27.93
6/12/2014 16:00:00,27.96
6/13/2014 16:00:00,29.87
6/16/2014 16:00:00,30.01
6/17/2014 16:00:00,29.95
6/18/2014 16:00:00,29.93
6/19/2014 16:00:00,30.09
6/20/2014 16:00:00,30.2
6/23/2014 16:00:00,30.23
6/24/2014 16:00:00,30.5
6/25/2014 16:00:00,30.88
6/26/2014 16:00:00,30.78
6/27/2014 16:00:00,30.93
6/30/2014 16:00:00,30.9
7/1/2014 16:00:00,30.98
7/2/2014 16:00:00,30.98
7/3/2014 16:00:00,31.14
7/7/2014 16:00:00,31.03
7/8/2014 16:00:00,30.79
7/9/2014 16:00:00,30.89
7/10/2014 16:00:00,31.26
7/11/2014 16:00:00,31.25
7/14/2014 16:00:00,31.49
7/15/2014 16:00:00,31.71
7/16/2014 16:00:00,34.65
7/17/2014 16:00:00,33.7
7/18/2014 16:00:00,33.7
7/21/2014 16:00:00,34.06
7/22/2014 16:00:00,34.79
7/23/2014 16:00:00,34.5
7/24/2014 16:00:00,34.25
